sentence_id	sentence	sentence_translation	label
MIS_335-eurl_02_011	ولكن الأشخاص الذين يتعرضون له بشدة، يحتمل عدم بقائهم على قيد الحياة.	But people who are severely exposed to it are less likely to survive.	label_value
MIS_366-curl_04_021	المناضلة تيريز هلسة في ذمة الله.	Fighter Therese Halsa has passed away.	label_value
AFP_907-eurl_03_009	خروج 530 متعافيا من فيروس كورونا	530 people recovered from the Corona virus	label_value
MIS_641-curl_09_003	"واستكمل مدير المستشفى، أنه إستقال بسبب دانيال 4 مدربين وتوفي آخر بسبب نوبة قلبية، كما اعتزل أحد لاعبي النادي اللعب نهائيا، وبدأ دانيال اللعب في خط الهجوم كرأس حربة لكنه قرر الانتقال لِحراسة المرمى لعدم قدرته على الركض ومجاراة اللاعبين، وبسبب عدم مهارته في إمساك الكرات اضطر المدرب للعب بِـسبعة مدافعين وثلاثة بخط الوسط دون هجوم، ويعتبر دانيال صاحب الأجر الأعلى بين زملائه ولذلك تعالت الدعوات له ""اعمل معروف خليك بالبيت""."	The hospital director added that four coaches resigned because of Daniel, and another died of a heart attack. One of the club’s players also retired from playing permanently, and Daniel began playing in the attacking line as a spearhead, but he decided to move to goalkeeping due to his inability to run and keep up with the players, and because of his lack of skill in catching. Balls: The coach was forced to play with seven defenders and three midfielders without an attack. Daniel is considered the highest-paid among his colleagues, and therefore calls came out for him: “Do a favor and stay home.”	label_value
AFP_345-eurl_01_014	ولا يستبعد المغرب إمكانية التوجه لتصدير الكمامات المصنعة محليا.	Morocco does not rule out the possibility of exporting locally manufactured masks.	label_value
MIS_446-eurl_01_032	فرنسا تسجل يوميا مئات الوفيات ولا يوجد علاج أو لقاح حاليا، ولكن هناك دواء الكلوروكين الذي أعطى نتائج إيجابية جدا في عدد من دول العالم، التي أظهرت معطيات طبية ونتائج مخبرية شفاء كاملا لعدد كبير لمرضى كوفيد 19.	France records hundreds of deaths every day, and there is currently no treatment or vaccine, but there is the drug chloroquine, which has given very positive results in a number of countries in the world, and medical data and laboratory results have shown complete recovery for a large number of Covid-19 patients.	label_value
MIS_2043-eurl_04_003	وجاء في البلاغ المقدم من المحامي أبو مرار والمحامي عامر غزال، ان الفعل الذي قام به ماكرون يعتبر مخالفا لأبسط حقوق المعتقدات الدينية التي تنادي بها جميع الأمم.	The report submitted by lawyer Abu Marar and lawyer Amer Ghazal stated that the action taken by Macron is considered a violation of the most basic rights of religious beliefs that all nations call for.	label_value
MIS_215-curl_01_001	لم يكن جمال عبدالناصر رئيسًا للمصريين فحسب، لكنه كان أبًا أيضًا وهذا ما جعل سيرته تخلد جيلا بعد جيل.	Gamal Abdel Nasser was not only the president of the Egyptians, but he was also a father, and this is what made his biography immortalized, generation after generation.	label_value
MIS_1-curl_02_003	2- البرتغال #البرتغال دولة أوروبية لكن عند تعرضها لأزمة اقتصادية كانت تشكل النساء غالبية القوى العاملة،.	2- Portugal #Portugal is a European country, but when it was exposed to an economic crisis, women constituted the majority of the workforce.	label_value
MIS_2941-eurl_02_009	على ماذا ينص اتفاق دول أوروبية بشأن استقبال لاجئين قاصرين؟	What does the agreement between European countries regarding the reception of minor refugees stipulate?	label_value
FAT_1062-eurl_02_002	"وقالت وزيرة الصحة، إنه تم إعداد البروتوكول البحثي بالتعاون بين اللجنة العلمية لمكافحة حالات ""كوفيد 19"" والمركز القومي لنقل الدم، لافتة إلى أنه تم إدراج حالات ضمن بروتوكول العلاج تتنوع حالتهم من حالات حرجة وشديدة الخطورة وعددهم حتى اليوم 19 حالة، بلغ عدد حالات الشفاء التام والخروج من مستشفيات العزل 4 حالات، من بين الحالات الـ 19، وإحدى هذه الحالات، خرجت وتحت العزل المنزلي لتحسنها."	The Minister of Health said that the research protocol was prepared in cooperation between the Scientific Committee for Combating “Covid 19” cases and the National Blood Transfusion Center, noting that cases were included in the treatment protocol. Their conditions varied from critical to very dangerous cases, and their number to date reached 19 cases, amounting to 19 cases. The number of cases of complete recovery and discharge from isolation hospitals is 4, out of the 19 cases, and one of these cases was discharged and under home isolation for improvement.”	label_value
MIS_505-curl_02_008	"إيماني الآن قوي بما فيه الكفاية، حتى أتمكن من التعرف على الإله الوحيد والحقيقي، والنطق بالشهادة، حتى أتمكن من القول بفخر، نعم أنا مسلم""."	“My faith is now strong enough, so that I can recognize the one and true God, and pronounce the Shahada, so that I can proudly say, ‘Yes, I am a Muslim.’”	label_value
FAT_1118-eurl_02_002	ويأتي هذا التبرع من «الإمارات الإسلامي» انسجاماً مع مبادرة «عام الخير» التي أطلقها صاحب السمو الشيخ خليفة بن زايد آل نهيان رئيس الدولة، حفظه الله، والتي تعزز فرص نجاح مبادرات القطاع الخاص وتحول برامجه المجتمعية إلى مفهوم متكامل يجمع قيماً إنسانية ومجتمعية وتنفذ من خلال الشراكة والتعاون مع المؤسسات الإنسانية في الدولة لتصل التبرعات والمساعدات إلى المستحقين بأسرع وقت ممكن.	This donation from Emirates Islamic comes in line with the “Year of Giving” initiative launched by His Highness Sheikh Khalifa bin Zayed Al Nahyan, President of the State, may God protect him, which enhances the chances of success of private sector initiatives and transforms its community programs into an integrated concept that brings together human and societal values ​​and is implemented from Through partnership and cooperation with humanitarian institutions in the country, donations and aid reach those who deserve it as quickly as possible.	label_value
MIS_30-curl_01_006	نحن أبناء الربيع العربي سنبقى على يقين أن الحرية والديمقراطية أمل الشعوب وطريقها الأوحد الي التقدم والأزدهار وأن الدكتاتورية والأنقلابات العسكرية طريق الجهل والتخلف والدمار وأن الشعوب الواعية المتعلمة لا يمكن الأنقلاب على أرادتها وأن الجيوش جعلت لحماية الحدود وليست لإدارة البلاد.	We, the sons of the Arab Spring, will remain certain that freedom and democracy are the hope of the people and their only path to progress and prosperity, and that dictatorship and military coups are the path of ignorance, backwardness and destruction, and that conscious, educated peoples cannot be overthrown against their will, and that armies were made to protect borders, not to administer the country.	label_value
MIS_20-curl_02_006	"وأفادت وسائل الإعلام، بأن ""الحوثي"" أصيب قبل ثلاثة أيام، بإصابات بليغة، بعد غارة للتحالف على مكان إقامته."	The media reported that “Al-Houthi” was seriously injured three days ago, after a coalition raid on his place of residence.	label_value
AFP_345-eurl_01_009	وهو سعر يدعمه الصندوق الخاص لمواجهة تداعيات الأزمة، والذي بلغ رصيده 33 مليار درهم (نحو 3,3 مليار دولار) من ميزانية الدولة والعديد من التبرعات لشركات خاصة ومؤسسات عمومية وأفراد.	It is a price supported by the Special Fund to confront the repercussions of the crisis, which has a balance of 33 billion dirhams (about 3.3 billion dollars) from the state budget and many donations to private companies, public institutions and individuals.	label_value
MIS_1093-curl_02_014	ما الذي يحدث للعين مع تقدم العمر؟	What happens to the eye as we age?	label_value
FAT_1414-eurl_03_034	قام موقع تويتر بوضع تحذير على تغريدة لترامب وتغريدتين لاحقتين له أشادا فيهما بأنصاره وما لبث أن حذف تويتر التغريدات الثلاث واتخذ خطوة غير مسبوقة في إغلاق حساب الرئيس لمدة 12 ساعة.	Twitter placed a warning on Trump's tweet and two subsequent tweets in which he praised his supporters. Twitter subsequently deleted the three tweets and took the unprecedented step of closing the president's account for 12 hours.	label_value
MIS_1267-eurl_05_011	وعلى الرغم من ذلك، لاحظ مسؤولو الأمم المتحدة زيادة في وتيرة البناء الاستيطاني، بينما يعتبر مسؤولون إسرائيليون انتخاب ترمب فرصة لتوسيع الاستيطان.	Despite this, UN officials have noted an increase in the pace of settlement construction, while Israeli officials view Trump's election as an opportunity to expand settlements.	label_value
MIS_1093-curl_01_017	"يذكر أن التكلفة منخفضة كذلك حيث يكلف المصباح الواحد نحو 13 يورو، تصف جيفري هذه التكنولوجيا بالبسيطة والآمنة للغاية، وتقول ""تكلف أجهزتنا حوالي 12 جنيهًا إسترلينيًا، لذا فإن التكنولوجيا متاحة بشكل كبير للناس""."	The cost is also low, with one lamp costing about 13 euros. Jeffrey describes this technology as simple and very safe. “Our devices cost about 12 pounds, so the technology is very accessible to people,” she says.	label_value
MIS_238-curl_02_001	"نشرت قناة ""مباشر قطر"" تقريرا جاء فيه أن القصر الأميرى بالدوحة، أصيب بحالة من الهلع دون معرفة العاملين والمسئولين بالسبب الحقيقي لهذه الحالة، لتتردد أسئلة عما يحدث داخل الغرف المغلقة بالقصر وحالة الصمت الرهيب التى تنتاب الموجودين داخله."	“Mubasher Qatar” channel published a report stating that the Amiri Palace in Doha was struck by a state of panic without the workers and officials knowing the real reason for this situation, leading to questions about what was happening inside the closed rooms of the palace and the terrifying state of silence that afflicted those inside it.	label_value
MIS_855-eurl_01_005	هل أصبحت أمرا واقعا لا مفر منه؟	Has it become an inevitable reality?	label_value
MIS_1532-eurl_01_047	لكن الأمر لم يكن سهلاً لمعارضة معظم التنظيمات الفلسطينية لمثل هذا البرنامج، ولمعارضة عدد لا يستهان به من قيادة فتح له، وعاشت الساحة الفلسطينية مرحلة من التناقضات السياسية العميقة إذ إن زلزال حرب أكتوبر زلزل المعطيات السابقة وخلق واقعاً جديداً، كان لا بد للقوى الحية والجدلية من التعاطي معه لأن عكس ذلك كان يعني الاندثار السياسي.	But the matter was not easy, as most Palestinian organizations opposed such a program, and a significant number of the Fatah leadership opposed it. The Palestinian arena lived through a period of deep political contradictions, as the earthquake of the October War shook the previous facts and created a new reality. The living and dialectical forces had to Dealing with him because otherwise would have meant political extinction.	label_value
AFP_345-eurl_01_010	وتسابق مواطنون غداة إعلان القرار لاقتناء الكمامات الواقية في المحلات التجارية حيث نفذت المخزونات الأولى بسرعة، بحسب شهادات متطابقة.	The day after the decision was announced, citizens raced to purchase protective masks in shops, where the first stocks ran out quickly, according to identical testimonies.	label_value
MIS_568-curl_03_003	لأنه عدى حدوده و مش هيشوف الإمبراطورية العثمانية دى تانى … و حياة ….	Because he has crossed his limits and will never see this Ottoman Empire again... and life...	label_value
MIS_2711-eurl_03_016	وسار بايدن وزوجته جيل، مع النائبة هاريس وزوجها دوغ إمهوف، في شارع بنسلفانيا إلى البيت الأبيض، وهم يحيون الأصدقاء والمؤيدين.	Biden and his wife, Jill, along with Representative Harris and her husband, Doug Emhoff, walked down Pennsylvania Avenue to the White House, greeting friends and supporters.	label_value
FAT_1118-eurl_02_005	ومن جانبها قالت عواطف الهرمودي مدير عام العمليات والجودة التشغيلية في مصرف الإمارات الإسلامي: «بصفتنا إحدى المؤسسات المالية الإسلامية الرائدة في دولة الإمارات العربية المتحدة فإننا ملتزمون تماماً بدعم مبادرة عام الخير».	For her part, Awatif Al Harmoudi, General Manager of Operations and Operational Quality at Emirates Islamic Bank, said: “As one of the leading Islamic financial institutions in the United Arab Emirates, we are fully committed to supporting the Year of Giving initiative.”	label_value
MIS_117-curl_02_005	وذكرت موقع إرم نيوز، أن الطفل عراقى وأن شخصا استهزاء بمشاعر الطفل وأوهمه بأنه أمه هى التى تحدثه، حيث أعطاه الهاتف بينما سجل أو أتفق مع سيدة على محادثة الطفل، حيث انهار من البكاء، بينما قام ذلك الشخص بالاستهزاء من تصرف الطفل البرىء.	Erem News website reported that the child is Iraqi and that a person mocked the child’s feelings and made him believe that it was his mother who was talking to him. He gave him the phone while he recorded or agreed with a woman to talk to the child, as he collapsed from crying, while that person mocked the child’s innocent behavior.	label_value
FAT_1118-eurl_02_007	يشمل التعاون دعم مجالات متنوعة تقوم بها المؤسسة من ضمنها مساعدة الأسر المتعففة، بتوفير المواد الغذائية وبعض مستلزمات المنزل، كذلك دعم الأيتام من خلال رعايتهم وتوفير مستلزماتهم الأسرية والمدرسية.	Cooperation includes supporting various areas undertaken by the Foundation, including helping needy families, by providing food and some household supplies, as well as supporting orphans by caring for them and providing their family and school supplies.	label_value
MIS_1679-curl_05_002	ووصل وفد تشادي برئاسة نجل الرئيس عبد الكريم ديبي ومستشار الأمن القومي ومسؤولين في المجال الاستخباراتي إلى إسرائيل أمس الإثنين، سرًا لعقد سلسلة من الاجتماعات مع رئيس الوزراء بنيامين نتنياهو وأيلي كوهين.	A Chadian delegation headed by President Abdelkarim Deby's son, the National Security Advisor, and intelligence officials arrived in Israel yesterday, Monday, secretly to hold a series of meetings with Prime Minister Benjamin Netanyahu and Eli Cohen.	label_value
MIS_2650-eurl_02_015	تسبب ذلك في رفع عدد من حملوا التطبيق حول العالم بشكل كبير.	This caused the number of people who downloaded the application around the world to increase significantly.	label_value
AFP_907-eurl_03_004	الجدير بالذكر أن التليفزيون الصيني الرسمي أفاد أن المسؤولين أجروا «مسحات شرجية» لمواطنين الدولة ممن ظهرت لديهم حالات إصابة مؤكدة بفيروس كورونا الجديد في بكين الأسبوع الماضي، وبحسب التليفزيون الصيني خضع المصابون في مرافق الحجر الصحي المخصصة للاختبارات نفسها.	It is worth noting that Chinese state television reported that officials conducted “anal swabs” on citizens of the country who had confirmed cases of infection with the new coronavirus in Beijing last week, and according to Chinese television, those infected in designated quarantine facilities underwent the same tests.	label_value
MIS_2120-curl_04_012	وقالت إسرائيل إنها أحبطت هجوما إلكترونيا كبيرا في بداية هذا العام يستهدف بنيتها التحتية للمياه، والذي ألقي باللوم فيه بشكل كبير على إيران.	Israel said it thwarted a major cyberattack early this year targeting its water infrastructure, which was largely blamed on Iran.	label_value
MIS_1027-eurl_01_013	■ متى بدأت فكرة إنشاء سد النهضة الإثيوبى وما هى الكواليس الخاصة بإجراءات تمويله فى السنوات الماضية؟	■ When did the idea of ​​constructing the Ethiopian Renaissance Dam begin, and what are the behind-the-scenes procedures for financing it in the past years?	label_value
MIS_366-curl_04_005	"تيريز فتاة عربية أردنية شاركت في سبعينيات القرن الماضي، وتحديداً عام 1972، في خطف طائرة ""سابينا"" البلجيكية إلى مطار اللد في فلسطين المحتلة، وتم تحريرها بعملية عسكرية أدّت إلى استشهاد علي طه أبو سنينة، وزكريا الأطرش."	“Therese is an Arab-Jordanian girl who participated in the 1970s, specifically in 1972, in the hijacking of the Belgian “Sabina” plane to Lod Airport in occupied Palestine. She was liberated in a military operation that led to the martyrdom of Ali Taha Abu Sneineh and Zakaria Al-Atrash.	label_value
MIS_2941-eurl_02_026	إلى ماذا يشير الوضع الحالي بالنسبة للاتحاد الأوروبي؟	What does the current situation indicate for the European Union?	label_value
MIS_1585-eurl_02_016	لكن تراجع الحديث عن الموضوع خلال السنوات الماضية بذريعة الحفاظ على الاستقرار السياسي.	But talk about the issue has declined over the past years under the pretext of maintaining political stability.	label_value
MIS_2905-eurl_06_013	لكن القاضي رفض دعواه وسيعود إلى السجن الجنائي حيث يقضي عقوبته.	But the judge rejected his claim and he will return to the criminal prison where he will serve his sentence.	label_value
MIS_1236-curl_01_001	وارتفع عدد المتوفين في إسرائيل، بسبب فيروس (كورونا) إلى 392، مع وفاة ستة مرضى آخرين، خلال 24 ساعة الماضية.	The number of deaths in Israel due to the Corona virus rose to 392, with the death of six more patients during the past 24 hours.	label_value
MIS_505-curl_02_001	"أعلن المصارع النمساوي، فيلهام أوت، بطل أوروبا السابق في رياضة الفنون القتالية (MMA) إسلامه، بنشره لمقطع فيديو على حسابه الرسمي في موقع التواصل ""إنستغرام""، ظهر فيه صاحب الـ37 ربيعا وهو يتلو الشهادتين."	“The Austrian wrestler, Wilhelm Ott, the former European martial arts (MMA) champion, announced his conversion to Islam by publishing a video clip on his official Instagram account, in which the 37-year-old appeared reciting the two testimonies of faith.”	label_value
MIS_1-curl_06_001	رام الله - دنيا الوطنكشف الرحالة والمغامر المصري “أحمد حجاجوفيتش” حقيقة منح آيسلندا 5000 دولار شهرياً لكل مهاجر يتزوج من بنات آيسلندا.	Ramallah - Donia Al Watan: The Egyptian traveler and adventurer, Ahmed Hajajovic, revealed the truth about Iceland granting $5,000 a month to every immigrant who marries Icelandic girls.	label_value
AFP_29-eurl_02_015	"وفتحت السلطات المحلية تحقيقا وتم تحذير مالكي السفينة بضرورة ""اتخاذ كافة الخطوات للإسهام في مكافحة التلوث"" وفقا لوزير البيئة."	Local authorities opened an investigation and the ship’s owners were warned to “take all steps to contribute to combating pollution,” according to the Minister of Environment.	label_value
MIS_560-curl_04_012	مسلسل #النهاية لا يغضبني فهو لا يستحق التعليق لانه يحتوي على تكهنات سبق واستخدمها مروجي نفس النظريات في الماضي...	The series #TheEnd does not make me angry, it does not deserve comment because it contains speculation that was previously used by promoters of the same theories in the past...	label_value
MIS_973-curl_02_011	"وكان الرئيس ترامب قد نشر مقطع فيديو مع تصميم مزيف لشبكة CNN، وقال فى الفيديو إن ""أمريكا ليست المشكلة."	President Trump had posted a video clip with a fake design for CNN, and said in the video that “America is not the problem.”	label_value
MIS_855-eurl_01_046	لا يمكن أن ينجو جزء من العالم من هذه الجائحة دون الجزء الآخر، ويبقى السؤال: كيف يمكننا تحويل هذه المحنة إلى منحة تجعلنا نعيد هيكلة هذا النظام العالمي لمصلحة الإنسان؟	One part of the world cannot survive this pandemic without the other part, and the question remains: How can we turn this ordeal into a gift that will make us restructure this global system for the benefit of humanity?	label_value
MIS_508-curl_03_007	وأضاف: «عندما استيقظت لأول مرة وتعرفت على حالتي وشاهدت وجهي، شعرت بالخوف، كنت أعاني من الكوابيس في كثير من الأحيان».	He added: “When I woke up for the first time and recognized my condition and saw my face, I felt afraid. I often suffered from nightmares.”	label_value
MIS_1503-curl_03_007	وعلى مستوى الشخصية، يستطيع كومان أن ينظر إلى أية قصور بجدية ويوضح أن العمل والالتزام يأتيان أوًلا فى دليله، فعلى سبيل المثال فى فالنسيا لم يكن يخاف أى لاعب أو مسؤول وفى حال أى خروج عن النص يكون الرحيل هو الخيار الأفضل بالنسبة لأى لاعب.	On a personal level, Koeman can look at any shortcomings seriously and make it clear that work and commitment come first in his guide. For example, in Valencia he did not fear any player or official, and in the event of any deviation from the text, leaving is the best option for any player.	label_value
MIS_239-curl_04_033	"وأضاف أن المواطن المصاب وفور عودته لمصر لم تظهر عليه أي أعراض وبعد أيام قليلة بدأت تظهر عليه أعراض بسيطة، فتوجه إلى المستشفى حيث تم إجراء تحاليل معملية له جاءت إيجابية، وجاري نقله إلى العزل لتلقي الرعاية الطبية اللازمة""."	He added that upon his return to Egypt, the infected citizen did not show any symptoms, and after a few days he began to show minor symptoms. He went to the hospital, where laboratory tests were performed on him and they came back positive, and he is being transferred to isolation to receive the necessary medical care.	label_value
MIS_2801-curl_01_015	مع حصول المزيد من الناس على اللقاح، تبدأ مجموعات من الناس في بناء دفاع جماعي ضد الفيروس بحيث تحترق شرارات العدوى المعزولة بدلاً من الانتشار.	As more people get the vaccine, groups of people begin to build a collective defense against the virus so that isolated sparks of infection burn out rather than spread.	label_value
MIS_561-curl_02_020	وما زال مرتكبو العنف ضد الصحفيين على مدى السنوات التسع الماضية في هذا البلد يمضون بلا حساب قانوني، فيما تشكل الحرب متعددة الأطراف بين شرق البلاد وغربها تهديدا كبيرا موسوما بالعنف للإعلام.	The perpetrators of violence against journalists over the past nine years in this country continue to go unaccounted for, while the multi-sided war between the east and west of the country poses a major, violent threat to the media.	label_value
MIS_1093-curl_02_004	شارك في الدراسة 24 شخصاً تتراوح أعمارهم ما بين 28 و72 عاماً ولا يعانون من مشاكل بصرية مسبقة.	Twenty-four people between the ages of 28 and 72 years old who did not suffer from pre-existing visual problems participated in the study.	label_value
AFP_425-eurl_04_003	"وتوجهت الملكة خلال كلمتها بالشكر للطواقم الطبية وتعهدت ""بالنجاح"" في مهمة مجابهة الوباء."	During her speech, the Queen thanked the medical teams and pledged “success” in the mission to confront the epidemic.	label_value
MIS_2120-curl_04_011	وتنظر إسرائيل لإيران باعتبارها أكبر تهديد لها بسبب برنامج طهران النووي، ودعمها لجماعات مسلحة إقليمية وخطابها التحريضي.	Israel views Iran as its greatest threat because of Tehran's nuclear program, its support for regional armed groups, and its inflammatory rhetoric.	label_value
FAT_1062-eurl_03_001	كشفت وزارة الصحة والسكان، عن وجود مجموعة من المعايير والشروط المتعلقة بتبرع المتعافين من فيروس كورونا بالبلازما، أولها وجود دليل مسحة إيجابية لفيروس كورونا المستجد، وثانيها سحب 2 مسحة سلبية كدليل على تعافي المصاب، وثالثها مرور 14 يومًا على المتعافى من آخر مسحة سلبية مع عدم ظهور أى أعراض أخرى للفيروس.	The Ministry of Health and Population revealed the existence of a set of standards and conditions related to the donation of plasma by those recovering from the Corona virus, the first of which is the presence of evidence of a positive swab for the new Corona virus, the second is the withdrawal of 2 negative swabs as evidence of the recovery of the infected person, and the third is that 14 days have passed since the person recovered from the last negative swab with no The appearance of any other symptoms of the virus.	label_value
MIS_2200-eurl_04_057	لكن ادعاءاتها أيضاً مع ذلك باطلة، إلا إذا قصدت أنني لي صلة بتحريضهم فهذا واضح وأعترف به في كل وقت وحين أنني كنت أحد الذين وقعوا على الفتوى لتحريض الأمة للجهاد، وحرضنا منذ بضع سنين، وقد استجاب كثير من الناس –بفضل الله – كان منهم الإخوة الذين نحسبهم شهداء، الأخ عبد العزيز المعزم الذي قتل في الرياض، ولا حول ولا قوة إلا بالله، والأخ مصلح الشمراني، والأخ رياض الهاجري، نرجو الله –سبحانه وتعالى- أن يتقلب.	However, her claims are also false, unless she means that I have a connection with their incitement. This is clear and I admit it at all times, since I was one of those who signed the fatwa to incite the nation to jihad, and we incited a few years ago, and many people responded - by the grace of God - including the brothers. Those whom we consider to be martyrs, brother Abdul Aziz Al-Mu'azzam, who was killed in Riyadh, and there is no power nor strength except with God, brother Musleh Al-Shamrani, and brother Riyad Al-Hajri, we hope that God - Glory be to Him - will change.	label_value
MIS_239-curl_04_007	كما طالبت بوقف استقبال المجموعات السياسية وإلغاء الحجوزات الفندقية، للسياح القادمين إلى فلسطين.	It also called for stopping the reception of political groups and canceling hotel reservations for tourists coming to Palestine.	label_value
MIS_1955-eurl_01_057	مما يدعو إلى الاستهانة بهذا التطبيع أن الذين قاموا به لا قيمة لهم إلا من الناحية الرمزية، حيث يقال إن الدولة الفلانية ثم الدول العلانية طبعت علاقاتها مع إسرائيل.	What causes this normalization to be underestimated is that those who carried it out have no value except from a symbolic standpoint, as it is said that the so-and-so state and then the overt states normalized their relations with Israel.	label_value
MIS_2214-eurl_05_015	فقد أتّهم المظلّيين الفرنسيين بارتكاب أعمال التعذيب على بعض من مساجينهم.	He accused the French paratroopers of committing acts of torture on some of their prisoners.	label_value
AFP_345-eurl_01_006	وكانت هذه المستلزمات تستورد من الصين المنتج الرئيسي في العالم.	These supplies were imported from China, the world's main producer.	label_value
MIS_91-curl_03_002	ونقل موقع روسيا اليوم عن وزير الصحة الصيني قوله أن الدواء سيكون متوفرا مجانا خلال الساعات القادمة، وهو حالياً في مراحل الإختبار الأخيرة قبل بدء إستعماله للبشر.	The Russia Today website quoted the Chinese Minister of Health as saying that the drug will be available for free in the coming hours, and it is currently in the final stages of testing before it begins to be used in humans.	label_value
MIS_1612-eurl_02_005	؟ أنه ما في مجال لا دِي ولا دَه!	? There is no room for this or that!	label_value
MIS_2941-eurl_02_031	فحتى بالنسبة لمكافحة فيروس كورونا والتصدي لخطر الوباء، هناك حكومات انكفأت على ذاتها وتريد مكافحة الفيروس في بلادها فقط دون تنسيق وتعاون مع شركائها الأوربيين!	Even with regard to combating the Corona virus and confronting the threat of the epidemic, there are governments that have turned inward and want to combat the virus in their countries only without coordination and cooperation with their European partners!	label_value
AFP_371-eurl_03_001	علنت الحملة الوطنية لاسترداد جثامين الشهداء، ومركز القدس للمساعدة القانونية، اليوم السبت، أنه سيتم يوم غد استعادة جثمان الشهيد حافظ محمد حسين أبو زنط، عبر معبر جلجولية بالقرب من قلقيلية.	The National Campaign to Recover the Bodies of the Martyrs and the Jerusalem Center for Legal Aid announced today, Saturday, that the body of the martyr Hafez Muhammad Hussein Abu Zant will be recovered tomorrow through the Jaljulia crossing near Qalqilya.	label_value
MIS_2120-curl_04_004	جاء الإعلان في تقرير شهري نشر الخميس.	The announcement came in a monthly report published Thursday.	label_value
MIS_209-curl_05_004	العلماء في العربية السعودية يعتقدون بأن هذه الهياكل هي لبقايا قوم عاد , وقد وضعت المنطقة بكاملها تحت حماية الجيش السعودي ولا يسمح لأحد بالدخول لها غير موظفي شركة أرامكو العاملين ضمن الفرق الاستكشافية النفطية.	Scientists in Saudi Arabia believe that these structures are the remains of the people of Aad. The entire area has been placed under the protection of the Saudi army, and no one is allowed to enter it except Aramco employees working within the oil exploration teams.	label_value
MIS_2120-curl_04_007	وأضاف أن شبكة الحسابات الوهمية لديها أكثر من عشرة آلاف متابع وكانت في مراحلها الأولى من حشد جمهور.	He added that the network of fake accounts had more than ten thousand followers and was in the early stages of amassing an audience.	label_value
FAT_1384-eurl_04_006	المشكلة الكبرى التي يواجهها الفنزويليون في حياتهم اليومية تتمثل في التضخم المفرط.	The biggest problem that Venezuelans face in their daily lives is hyperinflation.	label_value
MIS_2168-eurl_03_010	"كان الشاب حسني صوتا يتدفق إحساسا، رغم دموع الحزن التي كانت تلفّ الجزائر وقتها، فقد تمكن من اكتساح سوق ""الكاسيت""، بإنتاجه الغزير الذي فاق التوقعات، ورغم قصر تجربته، فإن حياته كانت جزءا من صناعة الأفراح للشباب في بلاده الذي ردّد أغانيه في كل المناسبات."	“The young man Hosni had a voice flowing with feeling, despite the tears of sadness that were shrouding Algeria at the time. He was able to sweep the “cassette” market, with his prolific production that exceeded expectations, and despite the shortness of his experience, his life was part of the wedding industry for the youth in his country, which he echoed. His songs are for all occasions.”	label_value
MIS_1503-curl_02_004	وكان برشلونة أقال أمس الاثنين، مدربه كيكي سيتين، وعرض على فينغر تدريب الفريق، لكن الأخير رفض ذلك.	Yesterday, Monday, Barcelona sacked its coach, Quique Setien, and offered Wenger to coach the team, but the latter refused.	label_value
MIS_1433-curl_08_002	أين الدولة اللبنانية ألا يجب أن تقدم هي بعض الأراضي من الأوقاف؟ وأين هم رجال الدين.	Where is the Lebanese state? Should it not provide some land from endowments? Where are the clergy?	label_value
MIS_427-curl_07_007	التوسع فى تنفيذ المشروعات الخضراء لتحقيق تنمية اقتصادية مستدامة	Expanding the implementation of green projects to achieve sustainable economic development	label_value
MIS_561-curl_02_005	واحتلت سوريا المرتبة 174 (بين 180 دولة) من حيث كونها الأخطر على الصحفيين في الشرق الأوسط، باقية في مكانتها مثل العام الماضي.	Syria ranked 174th (among 180 countries) in terms of being the most dangerous for journalists in the Middle East, remaining in its position as last year.	label_value
AFP_724-eurl_05_010	وعاد الجدل إلى بلجيكا حول العنف في الفترة الاستعمارية في الكونغو والدور المثير للجدل للملك الراحل ليوبولد الثاني، الذي يتهمه بعض الناشطين المناهضين للاستعمار بأنه قتل ملايين الأشخاص في الكونغو، إثر وفاة الأمريكي جورج فلويد أثناء اعتقاله من قبل الشرطة.	Controversy has returned to Belgium over violence during the colonial period in the Congo and the controversial role of the late King Leopold II, whom some anti-colonial activists accuse of killing millions of people in the Congo, following the death of American George Floyd during his arrest by the police.	label_value
MIS_855-eurl_01_038	"كما لا يفوت القارئ أن ""فيسبوك وتويتر"" كليهما أعلن عن إغلاق آلاف الحسابات التابعة لتلك الدول، وبالرغم من كل هذه المحاولات لقلب الحقائق إلا أنها لا تتعدى كونها إلهاء للشعوب عما هو أكثر أهمية أو التغطية على مشكلات أخرى."	The reader should also not forget that “Facebook and Twitter” both announced the closure of thousands of accounts belonging to those countries, and despite all these attempts to subvert the facts, they are nothing more than a distraction for the people from what is more important or a cover-up of other problems.	label_value
MIS_22-curl_01_013	وكان قد حذف هذا العام حسابات من العراق وأوكرانيا والصين وروسيا والسعودية وإيران وتايلاند وهندوراس وإسرائيل.	This year, he deleted accounts from Iraq, Ukraine, China, Russia, Saudi Arabia, Iran, Thailand, Honduras, and Israel.	label_value
MIS_973-curl_02_004	وقال فيس بوك إن الإعلان كان يحتوى على مثلث أحمر مقلوب شبيه بذلك الذى استخدمه النازيون لوصم خصومهم، مثل الشيوعيين.	Facebook said the ad contained an inverted red triangle similar to the one the Nazis used to stigmatize their opponents, such as communists.	label_value
