sentence_id	label
12bbf9ae-4e9c-4365-9efc-321b43e7cd32	OBJ
a78adc17-814c-435a-88ea-c64323c61732	SUBJ
78444fde-1797-48f3-b94b-f78268ae0366	OBJ
927108a8-2b9b-423c-92ad-0ea0b42f38fd	OBJ
d56eddcf-1601-4919-bf6b-0a9e1d1cf2f5	SUBJ
30da441e-ef59-4853-9f50-8419b4af0602	SUBJ
FAT_1315-eurl_12_010	OBJ
44049b8d-bf46-4a34-b9cb-5ad7a41add1d	OBJ
FAT_1384-eurl_04_016	OBJ
024bf616-e8c1-4dd0-8b03-05ba1af53ca4	SUBJ
39a099e0-ee89-4d91-b583-3f7810d40e54	OBJ
95bb8dfd-ad90-4f33-af7e-da9be6628ad5	SUBJ
5d375b6b-4b5c-47ca-989a-20af39fe9e51	SUBJ
MIS_568-curl_03_006	SUBJ
59e940af9a4323c930931d796193df774d29fdfc	SUBJ
581a4d40-c513-4ac8-934c-35d0c00de540	SUBJ
2adf01b99a77d44c92586a1fdb61fc7810f0774a	OBJ
e8384543-3b2e-4adc-906c-064797d9df6a	SUBJ
b0d7c1d3-fb1f-43fe-b467-b0b6f4521bcd	SUBJ
5572cd59-8ef0-4172-ab61-f926b89c7d3a	OBJ
4c3062db-8e3e-435f-8999-c844a1e0b148	SUBJ
d99a92864a97eeb1b76637fb7f7ce12de9456fd6	OBJ
99afbe27-0c7e-42f2-9a99-580456949414	OBJ
a1230c5b418cee1d24a3d749e9851fffaa33e22f	SUBJ
03591b7a-b653-4358-9f05-c4a4a122335a	OBJ
MIS_563-eurl_02_001	OBJ
0144edc4-6df2-4494-9a7b-6d27e4214326	OBJ
c21beede-e9a0-443f-b986-2fe7112feea4	OBJ
914d912b-e0f6-4bd0-9c79-a527b3286c9d	SUBJ
MIS_1062-eurl_04_011	OBJ
c0e41fcf-9aeb-4fc4-9da6-723ce6e313b9	SUBJ
