sentence_id	sentence	label
FAT_1352-curl_03_003	Immediately, the city's protection forces, headed by Lieutenant Colonel Abdul Hamid Abu Foul, head of the 10th District's Protection Department, moved to the fire site, where the fire was controlled and extinguished, while a team from the forensic laboratory was assigned to determine the causes of the fire.	OBJ
MIS_505-curl_02_007	But when I went through difficult times, Islamic instinct gave me the necessary strength...	SUBJ
MIS_2810-eurl_05_010	The family of Hamza Ben Dalaj also confirmed that the rumors circulating on social media regarding the decision to execute him are false news.	OBJ
MIS_1046-eurl_01_006	Technically, the possibilities of jamming submarines and disrupting the control and command system seem very weak as they are located at great depths under the surface of the water, in addition to the fact that Turkey possesses advanced technical capabilities in its military industries.	OBJ
AFP_887-eurl_01_001	Turkish Brigade for {Asharq Al-Awsat}: Al-Shammari was banned from traveling.	OBJ
MIS_1679-curl_04_006	Netanyahu had visited Chad, which has a Muslim majority, last year, announcing the resumption of diplomatic relations between the two parties.	OBJ
MIS_1093-curl_01_010	The study also noted that the ability to see in low light improved significantly.	OBJ
MIS_665-curl_01_001	The African Center for Disease Control announced that 2,144 new cases of Coronavirus were recorded in Ethiopia, bringing the total number to 63,325. This came quoting media sources a short while ago.	OBJ
AFP_973-eurl_03_003	The demonstration was called for by the Popular Party (right) and the Citizenship Party (liberal), which were joined by the Vox Party (far-right) and several other formations, under the slogan “For a united Spain and elections now.”	OBJ
MIS_199-curl_01_014	The Seventh Day, an Azhar scholar asked about the existence of historical precedents by Muslim caliphs and leaders insisting and continuing to raise the ritual of the call to prayer? What is the ruling on broadcasting the call to prayer with a recorded voice and performing prayer after it?	OBJ
MIS_239-curl_04_024	She added, “We are constantly monitoring everyone who has been subjected to home quarantine,” noting that there are no infections within the Egyptian community in Kuwait.	OBJ
MIS_1093-curl_02_012	Adding to the success of the experiment was also the low cost of producing these lamps, as each lamp cost the scientists the equivalent of 13 euros.	OBJ
MIS_1093-curl_02_021	Jeffrey explains how red light can be used to improve eyesight, saying: “Mitochondrin absorbs light in the wavelength range from 650 to 1,000 nanometers. This improves the performance of the eyes and increases energy production in the retinal cells.”	OBJ
AFP_345-eurl_01_012	In light of the great demand for protective masks, the prices of medical masks sold in pharmacies also witnessed a significant increase.	OBJ
MIS_2200-eurl_04_039	Osama bin Laden: We - as I mentioned - demand our rights, to remove them from the countries of the Islamic world and not to have them control us, and we believe that this right of self-defense is a right for all human beings, at a time when Israel stores hundreds of nuclear warheads and nuclear bombs and the Crusader West controls these weapons. To a large extent, we do not consider this an accusation. Rather, it is a right and we do not accept anyone to accuse us of this. I mean, just as you accuse a man, how can he be a brave, fighting knight. You say, why is that?!	OBJ
MIS_505-curl_05_002	In a video clip of the famous Austrian wrestler Wilhelm Ott, he decided to declare his conversion to Islam from within the home quarantine he is experiencing after the cessation of sporting activity, after deep thought and long research into the Islamic religion.	OBJ
MIS_2810-eurl_05_009	Although the news spread on Arab media sites, the news of the American judiciary issuing a death sentence against him was not mentioned in any American media outlet, nor was his family in Algeria officially informed of this alleged news.	OBJ
MIS_202-curl_02_006	According to statistics from the International Center for Prison Studies, Sweden occupies 179th place out of 221 in terms of the number of prisoners, with the number of those sentenced to prison being 67 people out of 100,000 people, while America occupies an advanced position in this list, with 716 people out of 100,000 people.	OBJ
MIS_536-curl_01_003	She explained that this is the first time that same-sex marriage has been recognized in the Arab world.	OBJ
MIS_275-curl_02_001	The Jordanian Ministry of Education said that the student will pay 50 dinars for distance learning, as part of confronting the Corona virus.	OBJ
MIS_480-curl_03_003	"Isaac Vala, Kruger's media officer, told the BBC that the lions are usually in the bush but ""they are very smart and now they are enjoying the freedom of the park without us."""	OBJ
MIS_30-curl_01_005	Kais Saied commented on his success and sent a message to the sons of the Arab Spring and to the governments of the military coups, today, Monday, through his Twitter account, in which he said: “We, the sons of the Arab Spring, will remain certain that freedom and democracy are the hope of the people and their only path to progress and prosperity.” And that dictatorship and military coups are the path of ignorance, backwardness and destruction, and that conscious, educated peoples cannot be overthrown against their will, and that armies were created to protect borders and not to administer the country.	OBJ
MIS_1526-curl_02_005	It is noteworthy that the German police placed the migratory cat at a veterinarian to take care of it in the current period.	OBJ
MIS_1093-curl_02_017	“The reason for this is that retinal cells age, due to the weakening of what is called “mitochondrin” in these cells.”	OBJ
MIS_2852-curl_04_006	Israel will share with Pfizer and with all humanity statistical data that will help formulate strategies to defeat the pandemic.	OBJ
MIS_506-eurl_03_005	I say that despite the authoritarian rule of former President Mubarak in Egypt, and his counterpart Zine El Abidine Ben Ali in Tunisia, this is not comparable to the brutality of their other counterparts, such as Saddam Hussein, Muammar Gaddafi, or Bashar al-Assad.	SUBJ
FAT_628-eurl_05_014	Parents and activists, in turn, raised a loud cry, because they did not want their children to be raised in a culture of weapons, especially since the children were throwing beads at all passers-by, and they were often causing harm to them, since the plastic beads shoot out at a speed similar to the speed of bullets from rifles and pistols.	OBJ
MIS_1606-eurl_02_006	Fairouz, who rarely speaks to the media even though her songs echo on the airwaves from Rabat to Baghdad, is celebrated as a national treasure and a symbol of peace that transcends tribal and sectarian divisions in Lebanon and beyond.	SUBJ
MIS_1533-curl_05_005	Kushner continued: “Obviously we will look at the assessment, and we will do everything to the right standards, but it is something that the State Department and the US Army are looking at.”	OBJ
MIS_480-curl_03_008	In March, the New York Times reported that rhino poachers were taking advantage of the lack of tourists to poach in tourist hotspots.	OBJ
AFP_84-eurl_08_004	Municipal workers had demanded payment of their arrears for eight months, in addition to their objection to the lack of job security.	OBJ
MIS_969-curl_04_002	Rabie told the Egyptian Al-Mehwar satellite channel: “Issam Al-Erian, the leader of the Brotherhood, brought him to the Brotherhood,” indicating that Hassan Al-Banna, the founder of the Brotherhood, is not Egyptian, but rather from Morocco, or his origins are unknown.	OBJ
MIS_2255-eurl_02_006	The quiet farewell in the cemetery contrasted with the noisy scenes of his transfer from Buenos Aires, which to some extent reflected his life full of controversial events, as the police fired tear gas and some rubber bullets in clashes with fans who threw stones at them, briefly threatening the day of mourning for a player who brought joy to hundreds. Millions of people all over the world.	SUBJ
AFP_696-eurl_03_008	He added by saying: “True Salafism is a conservative movement that emerged to return to the principles brought by the Prophet Muhammad, since the emergence of Islam.” Mr. Ahmed Mansour, a psychiatrist, confirms that there are a few who distorted this statement and adopted extremist interpretations of Salafism.	OBJ
MIS_239-curl_05_003	“Earlier, the Director General of Primary Health Care in the Palestinian Ministry of Health, the person responsible for the Corona file, Kamal Al-Shakhra, had confirmed that Palestine, with its two wings, the West Bank and Gaza, is free of the “emerging Corona” virus, explaining that the Ministry is conducting an assessment of the Gaza Strip’s preparations to confront the Corona virus, In cooperation with all relevant parties.”	OBJ
MIS_2769-eurl_03_008	Saba Agency, in its version affiliated with the Aden government, said that the Russian official renewed his support for the Hadi government, but previous statements by the Russian Foreign Ministry, reported by TASS Agency, stopped at calling for a solution to the armed conflict in a way that takes into account all the main political parties inside Yemen, which is what can be inferred from it. Moscow is trying to remain neutral between the Houthis and the Hadi government.	OBJ
MIS_702-curl_02_016	Scientists knew that this solar minimum was coming because it is a regular aspect of the sun's cycle.	OBJ
FAT_1074-eurl_02_003	The Ministry indicated that students and parents who are concerned about these preventive measures have the right to postpone their exams for next year with the actual grade, and they will be treated as “first round.”	OBJ
MIS_366-curl_04_019	“All my condolences to its family, and to Karak, a great loss.”	OBJ
MIS_366-curl_04_009	Her father is Jordanian, he moved from the city of Karak to Palestine in 1946.	OBJ
MIS_22-curl_01_001	Facebook said it has deleted hundreds of pages, groups and accounts on its social media platform connected to three operations in the UAE, Egypt, Nigeria and Indonesia due to “coordinated inauthentic behaviour.”	OBJ
AFP_427-curl_02_009	Tunisian media reported that Nermin's dance last Tuesday achieved a higher viewership rate on the Internet than the president's speech, as 100,000 people followed it.	OBJ
FAT_489-curl_03_002	Settlers playing in the Ibrahimi Mosque after it was divided - archive	OBJ
MIS_1955-eurl_01_011	They do not trust their brothers, their people, or even their devices.	SUBJ
FAT_1131-eurl_04_002	Engineer Imad Abdel Qader added, during an interview with “Youm7,” that after reporting the existence of a leak, the nearest traffic vehicle was directed to close the nearest valve of the line in this place, and the valve was closed and the filtering was opened on the mostorod tanks.	OBJ
MIS_676-eurl_03_009	It is believed that the Corruption Commission’s list is related to very influential figures, not in the field of contracting, but rather to a former Minister of Public Works, and also to violations during the era of a former Prime Minister as well.	OBJ
MIS_973-curl_02_003	Facebook said it removed an ad for the Trump campaign that showed a slogan that was used in Germany during the Nazi rule.	OBJ
AFP_353-eurl_03_001	Dr. Tamer El-Bohi, head of the Suez Medical Syndicate, stated that the governorate is so far free of any positive cases of the new Corona virus, after the results of the tests for 7 suspected cases appeared, including two cases in the General Hospital and five cases in the Fever Hospital, stressing the negative results of the tests for all cases after... It appears in central laboratories and is reported to preventive medicine.	OBJ
MIS_2-curl_04_021	Judge: From which of his books did you know that he was an infidel?	OBJ
MIS_561-curl_01_006	Norway continues to top the index for the fourth year in a row, followed by Finland and Denmark, and Sweden fell to fourth place and the Netherlands to fifth place, due to the electronic harassment to which some journalists are exposed.	OBJ
FAT_471-eurl_05_002	He reminded him of his family origin after he betrayed and slandered him.	OBJ
MIS_1533-curl_05_001	“Jared Kushner, senior advisor and son-in-law of US President Donald Trump, confirmed that the UAE’s conclusion of a peace agreement with Israel should increase the possibility of the Gulf country obtaining American F-35 fighters.”	OBJ
AFP_29-eurl_02_007	France intends to deploy four ships to contain the oil spill at sea and prepare for a land clean-up operation, according to the minister.	OBJ
AFP_458-eurl_02_009	It was also reported that he visited the United States, another visit to the Emirates, and other rumours.	OBJ
MIS_22-curl_01_005	He pointed out that Facebook found evidence of purchasing some pages, with their ownership regularly changing to parties with strong ties to an Egyptian newspaper “known for its content that focuses on sensationalism.”	OBJ
AFP_944-eurl_02_005	“The Seventh Day” monitors footage that illustrates the aspect of loyalty in Egyptian sports.	OBJ
MIS_855-eurl_01_018	Talking about any withdrawal of the State of Qatar from the Gulf Cooperation Council is just rumors that people have been circulating recently, perhaps because there is a state of restlessness at the popular level regarding the feasibility and effectiveness of the Gulf Cooperation Council agencies with regard to the continuation of the Gulf crisis and its entry into the fourth year. There is no doubt that activating the role of the Gulf Cooperation Council is It is not only a Gulf necessity, but also a regional necessity, but this activation requires looking at the challenges facing the Council	SUBJ
MIS_7-curl_02_001	This summer the bald man can generate electricity	SUBJ
MIS_366-curl_04_017	The Karak city Twitter account wrote: “Therese Halsa, the Karak icon of struggle and struggles, has passed away.”	OBJ
MIS_209-curl_05_013	The man almost reaches the knee of the digestive frame - so you can imagine the height and immensity of the people of Ad!!	SUBJ
MIS_2168-eurl_03_002	“No one believed that story at first, after it was preceded by several rumors about Hosni’s death, which prompted him to perform a famous song called “They Said Hosni Died.”	SUBJ
FAT_896-eurl_04_015	The Rohingya refugees in Malaysia suffer from popular ignorance of their issue, as they are viewed as illegal immigrants like other refugees from other countries.	OBJ
MIS_2801-curl_01_003	It was mentioned in an article by writer Tom Randall that American science officials, such as Anthony Froese, believe that 70% to 85% of the population must be vaccinated in order for things to return to normal.	OBJ
MIS_2120-curl_04_001	Facebook announced that it had removed a number of fake accounts based in Iran that had expressed solidarity with protests against Israeli Prime Minister Benjamin Netanyahu.	OBJ
MIS_2361-eurl_01_019	Which of the roles you played do you consider to be a real breakthrough for you as an actress?	SUBJ
MIS_536-curl_01_002	The association explained that the marriage concluded in France was recognized in Tunisia.	OBJ
MIS_702-curl_06_003	“Experts believe we are about to enter the deepest period of solar ‘depression’ ever recorded, with sunspots virtually disappearing.”	OBJ
MIS_2397-eurl_01_039	As the crisis continues, the exhaustion that Italians feel due to the large number of deaths that occur every day increases.	OBJ
MIS_2400-eurl_03_064	The reckless decisions of 1976 remained ingrained in the memory of the American people and affected their confidence in vaccines and public health advice for years.	OBJ
MIS_561-curl_02_019	Libya ranked 164th, continuing to remain among the worst on the Reporters Without Borders list, after its position dropped several places.	OBJ
FAT_1139-eurl_01_029	Can you specify the location? Is the content geotagged? Was there a link to any site within the content? Can you determine the identity of the person who shared the original content upload? Does he publish news regularly on his account? Is there a photo of the account owner? Does he have friends and followers? What do his followers write? Is there interaction between this account and other accounts?	SUBJ
MIS_260-eurl_03_002	From the beginning, the author indicates that his study of these nomenclature does not approach them from the angle of mathematics and astronomy, but rather from the angle of history, heritage, and language, since people tend towards this knowledge on the one hand, and on the other hand because this reveals the participation of the Arabs in this aspect.	OBJ
VER_542-eurl_01_011	Qatar announced daily shuttle flights from the Gulf countries to Doha to transport fans who will be residing in neighboring countries during the World Cup.	OBJ
MIS_213-curl_04_004	The British Broadcasting Corporation also shed light on Mubarak's military upbringing, as he was born on May 4, 1928 in the village of Kafr al-Musaylaha in Menoufia Governorate, in the Delta region north of Cairo.	OBJ
MIS_505-curl_05_001	"“Most countries in the world are living in home quarantine in implementation of the World Health Organization’s measures to prevent infection with the new Corona virus “Covid 19,” which has greatly contributed to providing a lot of free time, which many people have occupied by thinking, others by sporting events, and others by participating in sarcastic video clips of them. """	OBJ
MIS_774-curl_02_003	The head of the Japan Tourism Agency, Hiroshi Tabata, said that the plan aims to attract tourists by paying half of their travel expenses.	OBJ
MIS_183-eurl_01_001	The Crown Prince's joy over Al-Akhdar's historic victory.	OBJ
MIS_702-curl_02_006	The sun experiences regular periods of 11 years during which it is at the peak of its activity, and during which it passes through low energy points.	OBJ
MIS_1093-curl_02_009	The experiment was successful among those over forty years of age, as the function of cone cells improved by one-fifth, while there was no noticeable change in young people.	OBJ
FAT_1120-eurl_05_002	The media announced the death of Sheikh Al-Shaarawi’s son, Sheikh Abdul Rahim Al-Shaarawi, at the age of 73 years after suffering a long illness.	OBJ
MIS_199-curl_01_011	"“The caliph who boasts of an inheritance that forcibly stole his craftsmanship, after Turkey deported skilled craftsmen from Egypt during its rule of Egypt during the days of the Ottoman Empire and bulldozed the artistic scene and professions in Egypt to raise with them its vaults, palaces and minarets through which the “Turkish Agha” stretched his neck to raise the unified call to prayer in attempts to extend and ordain the tyrant. ""Manipulator of the Constitution over and over again."""	SUBJ
MIS_299-curl_02_005	Ronaldo had commented on the recent events regarding the spread of the new Corona virus, as he wrote through his personal account on the social networking site “Twitter,” saying, “The world is going through a very difficult moment that requires the utmost care and attention from all of us. I am talking to you today not “As a football player, but as a son, father and human being concerned with the latest developments affecting the whole world regarding the Corona virus.”	OBJ
MIS_22-curl_01_002	David Agranovich, Facebook's global director of threat response, said the company removed fake accounts linked to two separate networks in the Middle East and Africa.	OBJ
MIS_2801-curl_01_006	She noted that the United States will reach that number just in time to celebrate the New Year in 2022 (although North Dakota could get there six months before Texas).	OBJ
MIS_1093-curl_02_005	The scientists first examined the sensitivity of the participants' retinal photoreceptors, which consist of cone cells responsible for color vision, rod cells responsible for seeing in the dark, and peripheral vision, which is seeing objects outside the main center of vision.	OBJ
AFP_887-eurl_01_018	The Turkish Major General explained, in a phone call to Asharq Al-Awsat, that the suicide bomber, Khaled Ayed Al-Shammari, who was confronted by worshipers and prevented him from entering the mosque, and who blew himself up in the parking lots, was not involved in any previous security issues, and that two of his brothers left for the areas. Conflicts after they were lured, as he was banned from traveling to prevent his involvement in areas of conflict with extremist organizations, after initial information became available that he was among the people who intended to travel to those areas.	OBJ
MIS_617-eurl_04_006	An Egyptian citizen was dragged in front of his country's embassy in Saudi Arabia.	SUBJ
MIS_213-curl_04_003	Commenting on the news of the death, the BBC said that Mubarak “was a military man, but he was someone who affirmed his country’s commitment to international peace, and under his leadership Egypt played a leading role in trying to mediate a deal between Israel and the Palestinians,” noting that decades Mubarak's three years in power “ended when popular unrest forced him to leave office.”	OBJ
MIS_610-eurl_01_003	It is noteworthy that the American President has a home and an office in the building.	OBJ
MIS_855-eurl_01_019	Although the crisis is a reality we are living in, the State of Qatar has overcome its consequences on many levels, and what remains our concern is the tearing apart of the Gulf social fabric and the repercussions of the crisis on the collective security of the region.	SUBJ
MIS_366-curl_04_007	Halsa was hit by several bullets. She was arrested and sentenced to 220 years in prison, but was released after 12 years in a prisoner exchange with the enemy.	OBJ
MIS_1533-curl_05_004	“The reality is that this new peace agreement should make it more likely they will get it, but it is something we are reviewing.”	OBJ
MIS_239-curl_04_001	The infected people were inside a hotel and its employees will be placed in quarantine - IRNA	OBJ
AFP_425-eurl_04_006	The fourth speech of its kind since she ascended the throne 68 years ago	OBJ
MIS_621-eurl_03_001	Sudan's difficult road to democratic transformation	OBJ
FAT_1136-eurl_06_002	The statement said that the decision came in light of “the continuing risks of this pandemic and the lack of vaccine and treatment for those infected with the virus around the world and to maintain global health security, especially with the high infection rate in most countries.”	OBJ
MIS_561-curl_02_001	The 2020 World Press Freedom Index, which assesses 180 countries, shows slight improvement in the overall index over the year, but does not take the new coronavirus pandemic into account.	OBJ
AFP_907-eurl_03_002	A member of the Scientific Committee to Combat Coronavirus continued in special statements to Al-Watan that although the virus is extracted from the mucous membranes of the digestive system, there is no need for an anal swab. In particular, the genetic material of the virus remains longer in cells, which means that it is useless to use it in medical follow-up and whether the patient is infectious or not.	OBJ
MIS_1466-eurl_04_006	Firstly, could you explain how your recent arrest occurred?	SUBJ
MIS_928-eurl_05_016	Observers identified many reasons for the organization’s return, including the current political, economic, and security reasons.	OBJ
MIS_702-curl_06_008	The most optimistic estimates compare what is happening now with what happened about three centuries ago.	SUBJ
AFP_724-eurl_05_002	The king said in the letter that these wounds “are reliving their pain today through the discrimination that is still present in our societies.”	OBJ
MIS_561-curl_02_014	“As for journalists in Palestine, which ranks 137th on the organization’s list, they continue to face great difficulties in covering Friday’s protests against the “Israeli occupation,” as described in the report.	OBJ
MIS_209-curl_05_003	God's annihilation of them was with a thunderbolt and a destructive wind:	OBJ
AFP_345-eurl_01_018	Work is currently underway to produce a first series of 500 units.	OBJ
MIS_2253-eurl_02_027	In football it doesn't matter if you lose three to zero, never give up.	SUBJ
MIS_239-curl_04_035	He pointed out that with the discovery of this case, the total number of cases recorded in the country became 3 cases.	OBJ
AFP_637-eurl_01_001	“Khaled Dababa is the nickname of the martyr Captain Khaled Muhammad Kamal Al-Maghrabi, son of the city of Toukh in Qalyubia Governorate, who was martyred while performing his national duty towards his country, while pursuing a takfiri group on his way to rescue his colleagues in the “Al-Barth” ambush in Rafah in North Sinai. Khaled Nasheed Al-Saiqa is the name of Khaled along with his colleagues Ahmed Mansi, so the lyrics of the anthem say: “Khaled is a Moroccan tank.”	SUBJ
MIS_505-curl_02_003	Ott said in the video that he posted on his account: “I converted to Islam out of conviction and after I got to know the Islamic religion sufficiently,” thus joining many stars in international sports who have converted to Islam, such as the French Paul Pogba, the English Manchester United star, and the former Barcelona full-back. Eric Abidal, in addition to the legendary American boxer Mike Tyson, who converted to Islam while serving his prison sentence.”	OBJ
MIS_299-curl_02_004	Sources close to the Portuguese star also denied the news to the Italian sports website Gazetta dello Sport.	OBJ
AFP_29-eurl_02_004	“The French authorities reported that an oil slick was about to expand toward the French coast on Thursday, following the sinking of an Italian cargo ship loaded with 45 containers of “dangerous materials” in the Atlantic Ocean.	OBJ
MIS_178-eurl_01_003	Now, while the 75-year-old Palestinian president is dying in a suburb of Paris, Palestinians are afraid that what he left behind will be lost or go into the pockets of those close to him.	OBJ
AFP_674-curl_03_007	In comparison, Christian churches and Buddhist temples in Xinjiang, which were included in the research center's investigation, were not destroyed or damaged.	OBJ
AFP_345-eurl_01_003	With an emphasis on violators being punished with penalties of up to 3 months in prison.	OBJ
MIS_20-curl_02_001	A Saudi prince confirms the killing of Abdul-Malik al-Houthi in a coalition raid	OBJ
MIS_91-curl_03_003	The Minister of Health stated that the national preventive plan has been entrusted to the army, while the subject of research and drug development is entrusted to the Beijing CDC.	OBJ
AFP_614-eurl_08_010	Hosni was part of the campaign team of Sami Anan, the candidate for the presidential elections in March 2018 against Sisi.	OBJ
FAT_866-eurl_05_010	Who is the “Sardine Movement” and what are its demands?	SUBJ
MIS_2852-eurl_04_005	“But is this ‘zero Covid’ strategy viable in Europe?”	SUBJ
FAT_764-eurl_03_013	Do not oppress anyone, for injustice is a fire that will never be extinguished in the heart of its perpetrator, even if years have passed.	SUBJ
FAT_1136-eurl_06_008	In late March, the Saudi Minister of Hajj, Muhammad Saleh bin Taher Benten, asked Muslims to wait before concluding Hajj and Umrah contracts.	OBJ
AFP_587-curl_03_004	The country's infrastructure must be repaired first, then think about political reforms!!	SUBJ
MIS_2255-eurl_02_017	After his retirement in 1997, his coaching career was in complete contrast to his career as a player, as he was not one of the stars winning titles on the bench.	SUBJ
MIS_1466-eurl_04_018	Moving around in a prison cell is more difficult than sitting in a solitary confinement cell. I fell twice while trying to climb into it because the handcuffs attached to my feet hinder my movement, and when I press on my legs to stabilize them, I injure both of them.	OBJ
FAT_1131-eurl_04_010	In turn, the Ministry of Health and Population announced that 12 citizens were injured in the fire, and 15 equipped ambulances were dispatched to transport the injured to Al-Salam General Hospital. The injuries consisted of burns of various degrees and suffocation, and all cases received the necessary care.	OBJ
FAT_1136-eurl_06_007	The decision to proceed with small numbers disappoints millions of Muslims who often spend their savings to travel to perform Hajj rituals, and some of them wait long years to obtain approval from their authorities and the Saudi authorities to perform Hajj.	OBJ
MIS_2801-curl_01_024	At the conclusion of the article, the agency stated that one measure that its data network does not take into account is any level of natural immunity that may result from recovery from Corona.	OBJ
MIS_2941-eurl_02_012	A major European controversy regarding receiving refugee children from Greek island camps / Archive photo	OBJ
MIS_446-eurl_01_024	I am sure that chloroquine treatment is very effective for Covid-19 patients because the results on the ground every day prove it.	SUBJ
AFP_556-eurl_01_005	During the visit, the Sheikh of Al-Azhar is accompanied by a delegation that includes Dr. Muhammad Al-Mahrasawi, President of Al-Azhar University, and Dr.	OBJ
AFP_425-eurl_04_001	Queen Elizabeth II, Queen of Britain, London, February 22, 2020	OBJ
MIS_199-curl_01_002	Erdogan's narcissism and blunders have become an imposition on a people who are oscillating between their rich history and their present, which is facing a process of distortion, pollution, and kidnapping by the Agha and his group.	SUBJ
FAT_1136-eurl_06_015	In addition to the decline in its oil revenues, the Kingdom is losing billions of dollars that it usually earns annually from religious tourism.	OBJ
MIS_366-curl_03_010	With 140 Israelis on board, it demanded the release of Jordanian and Palestinian detainees.	OBJ
AFP_907-eurl_01_008	The Ministry has allocated a number of platforms on various social media sites to inform citizens of the latest developments in the virus, moment by moment, and to receive all inquiries, in addition to the “Egypt Health” application, which is available in more than one language and which works to provide the latest developments in the virus to citizens and can be downloaded on phones.	OBJ
MIS_774-curl_02_002	The Japanese government announced an $18.2 billion campaign to offset travel costs for visitors.	OBJ
AFP_456-eurl_06_002	A statement by the Russian Ministry of Defense said: “The two sides discussed the situation in Syria, the current situation in Libya, as well as issues related to cooperation between the military institutions of the two countries.”	OBJ
MIS_561-curl_02_023	Christophe Deloire, the organization’s Secretary-General, told Agence France-Presse that the transmission of misleading news about the emerging coronavirus constitutes a pretext for enacting repressive laws, noting that the combination of propaganda, advertising, rumors and the media “disrupts the balance of democratic guarantees of freedom of opinion and expression.”	OBJ
MIS_855-eurl_01_017	Is it among Qatar’s options to withdraw from the Gulf Cooperation Council, to close the Gulf crisis file? Has Qatar actually waved this option?	SUBJ
AFP_556-eurl_01_006	Sultan Al-Rumaithi, Secretary-General of the Council of Muslim Elders, Advisor Muhammad Abdel Salam, Advisor to the Sheikh of Al-Azhar, Ambassador Abdel Rahman Musa, Advisor for Expatriate Affairs at Al-Azhar, and Mustafa Abdel-Jawad, Supervisor of the Media Center at Al-Azhar Al-Sharif.	OBJ
AFP_614-eurl_08_013	The authorities also arrested Hassan Nafaa, who is also a professor at Cairo University, on Tuesday evening at his home, according to his family.	OBJ
MIS_1433-curl_09_009	Today, in light of Rawan’s story, we are almost certain that our lives in this country are very cheap, and even if we are victims and martyrs, this does not change anything in the case. Neither if we are alive nor if we are dead do we get comfort and a few of our rights.	SUBJ
FAT_290-eurl_02_044	In one of the films about terrorism, the scene of my testimony in court was powerful and influential, and people knew at that time that the issue of involvement in terrorism was more complex than they imagined.	SUBJ
FAT_1131-eurl_04_013	For its part, the General Traffic Department closed all roads leading to the Ismailia Desert Road, including the Saad El-Din El-Shazly Tunnel, the ring road from the Al-Salam Tunnel and the streets leading to it until the fire is extinguished, amid the spread of traffic services to regulate the movement of cars.	OBJ
MIS_2801-curl_01_023	“If approved, Bloomberg will adjust the number of doses required in proportion to the company’s market share in each country.”	OBJ
MIS_876-curl_02_002	"Obama holding “The World After the Apocalypse of America” as he got off the plane. The title of the book is “The World After the Apocalypse of America.” It is a controversial book that talks about the end of the American Masonic empire and the rise of another country in the Middle East to rule the world and destroy America and its child, Israel. """	OBJ
MIS_2255-eurl_02_012	Maradona's departure was a shock given the extraordinary talent he enjoyed on the field with his country's national team or Napoli, which picked him up and placed him among the elite of the rich northern clubs, such as Juventus and Milan.	SUBJ
FAT_1154-curl_20_003	Aluminum foil to treat joint and back pain	OBJ
AFP_427-curl_02_004	She promised Tunisians to perform the “Corona Dance” every night, knowing that they are adhering to the curfew and ban on gatherings that the Tunisian government called for on March 16 to stop the spread of the Corona virus epidemic, in addition to closing the country’s air and land borders.	OBJ
MIS_384-eurl_03_006	The Commission held the Israeli occupation government and the prison administration fully responsible for this medical, immoral and inhumane crime, which is represented by not protecting Palestinian prisoners from the danger of the spread of this virus, and not taking the necessary preventive measures.	SUBJ
MIS_209-curl_05_001	They were mentioned in the Holy Qur’an that they were very tall human beings with large bodies, and God gave them supernatural strength, but they disbelieved and did not take proper care of God’s grace, so they turned against their Prophet Hud, disbelieved in God, and violated all the limits that God had set for them, and as mentioned in the Qur’an:	OBJ
MIS_701-curl_03_006	The family publishes pictures of them exercising and boxing, and writes about social and political issues.	OBJ
MIS_2801-curl_01_014	"""Bloomberg"" pointed out that the vaccinations from Corona """" protect for a few weeks from obtaining vaccines, but if a few people are vaccinated in society, the virus can continue to spread without deterrence. """	OBJ
AFP_376-eurl_05_023	The two avalanches occurred ten days after a strong earthquake that killed 41 people in Elazig Province, also in eastern Türkiye.	OBJ
MIS_2852-curl_04_002	Gendelman added in a tweet today, Friday, on his page on the social networking site “Twitter”: “Israel will share with Pfizer and with all of humanity the statistical data that will help formulate strategies aimed at defeating the pandemic.”	OBJ
MIS_1236-curl_01_002	Health officials in Israel announced that another 1,929 people were infected during the last 24 hours, while the number of active cases reached 26,323, according to what was reported by the Israeli Broadcasting Authority (Makan).	OBJ
AFP_562-eurl_01_002	“This tragic incident reaffirms the need for urgent action to eliminate the links between structural racism and law enforcement,” Colville added.	OBJ
AFP_427-curl_02_014	Nermin Safar's initiative entertained Internet users to the extent that they shared funny pictures and comments during the live broadcast of the dancer on Facebook. One of them even wrote in search of a relative of his whom he had not seen for years, hoping that he would read his call on Nermin's live broadcast as if all Tunisians were watching the live dancing broadcast.	OBJ
MIS_563-eurl_02_015	But what happened is the opposite, as the state of instability and insecurity is still the prevailing situation in those areas that are managed in a purely militia manner.	SUBJ
AFP_903-curl_04_007	“This is a message being sent at a time when we are witnessing homophobia in Europe.”	OBJ
MIS_1195-curl_04_018	For his part, Sheikh Fawaz Al Khalifa, Bahrain's non-resident ambassador to the Netherlands, said that the decision of the International Court of Justice has no impact on the subject of the dispute, or adjudicating the baseless Qatari allegations, which target the capabilities and security of the four countries.	OBJ
MIS_117-curl_02_006	Twitter users were in a state of anger, as Aziz said: “May God deprive him of his health and well-being just as he played with the feelings of a child who was deprived of his mother.” Fahd wrote: “My brother, my heart is ashamed of his crying.”	SUBJ
MIS_2168-eurl_03_007	He sang for love, peace and honesty, and the imprint of the family situation was evident in his songs, when he sang for the separation of his son Abdullah, who was living with his divorced mother abroad.	OBJ
MIS_281-curl_07_004	On Sunday, the Tunisian Ministry of Health announced the registration of a second confirmed infection with the deadly virus.	OBJ
